,Unnamed: 0,imdb_id,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,tags,youtube_id,split
1682,2506,tt0221889,movie,Beautiful Creatures,Beautiful Creatures,0,2000,\N,86,"Comedy,Crime,Drama","violence, comedy, neo noir",JpmsgXcSwOw,train
1683,2509,tt0222812,movie,Beyond Re-Animator,Beyond Re-Animator,0,2003,\N,96,"Comedy,Horror,Sci-Fi","cruelty, murder, violence, good versus evil, insanity, tragedy, sadist",fWZT-faP7Oc,test
1684,2510,tt0222851,movie,Brother,Brother,0,2000,\N,114,"Crime,Drama,Thriller","violence, murder",pa7JMGWOnp8,val
1685,2511,tt0223897,movie,Pay It Forward,Pay It Forward,0,2000,\N,123,Drama,"thought-provoking, dramatic, comedy, inspiring",_pCtXRP1edo,train
1686,2512,tt0227538,movie,Spy Kids,Spy Kids,0,2001,\N,88,"Action,Adventure,Comedy","violence, atmospheric, clever, good versus evil, action, entertaining, storytelling",3l6gfHuBd1U,train
1687,2513,tt0228333,movie,Ghosts of Mars,Ghosts of Mars,0,2001,\N,98,"Action,Horror,Sci-Fi","insanity, violence, murder, flashback",3V_dFw4mxeI,test
1688,2514,tt0228750,movie,Proof of Life,Proof of Life,0,2000,\N,135,"Action,Drama,Thriller","murder, flashback",R0gSJWL-QZE,train
1689,2515,tt0229260,movie,Book of Shadows: Blair Witch 2,Book of Shadows: Blair Witch 2,0,2000,\N,90,"Adventure,Fantasy,Horror","violence, murder",8WtrIgbvsWU,train
1690,2516,tt0230011,movie,Atlantis: The Lost Empire,Atlantis: The Lost Empire,0,2001,\N,95,"Action,Adventure,Animation","fantasy, murder, violence, cult, flashback, romantic, sci-fi",r39ys9K3LgA,test
1691,2517,tt0230030,movie,Bedazzled,Bedazzled,0,2000,\N,93,"Comedy,Fantasy","romantic, alternate reality, satire",5xUnFbyqNr4,train
1692,2518,tt0231448,movie,Deuces Wild,Deuces Wild,0,2002,\N,96,"Action,Drama","revenge, murder, violence, flashback",p7abTxQtYX4,train
1693,2519,tt0233142,movie,3000 Miles to Graceland,3000 Miles to Graceland,0,2001,\N,125,"Action,Comedy,Crime",murder,KJPNc2NOKc8,train
1694,2520,tt0233298,video,Batman Beyond: Return of the Joker,Batman Beyond: Return of the Joker,0,2000,\N,76,"Action,Animation,Crime","comedy, gothic, murder, cult, violence, flashback, good versus evil, insanity, psychedelic, brainwashing, sci-fi",jTSlHYxAnEs,test
1695,2521,tt0233469,movie,Collateral Damage,Collateral Damage,0,2002,\N,108,"Action,Drama,Thriller","revenge, comedy, murder, violence",YywOMlbqLPo,test
1696,2522,tt0233841,movie,Baran,Baran,0,2001,\N,94,"Drama,Romance",romantic,T5UGItdsqUI,train
1697,2526,tt0236348,movie,Josie and the Pussycats,Josie and the Pussycats,0,2001,\N,98,"Comedy,Music","brainwashing, cute, satire",XvVhTHJWFr0,train
1698,2527,tt0236640,movie,Prozac Nation,Prozac Nation,0,2001,\N,95,"Biography,Drama,Romance","psychological, flashback",0QWM_Kni6l0,train
1699,2528,tt0238112,movie,Captain Corelli's Mandolin,Captain Corelli's Mandolin,0,2001,\N,131,"Drama,Music,Romance","romantic, murder",M3lLNzTSRPo,test
1700,2529,tt0238380,movie,Equilibrium,Equilibrium,0,2002,\N,107,"Action,Drama,Sci-Fi","neo noir, murder, thought-provoking, cult, violence, flashback, psychedelic, action, philosophical, brainwashing, romantic, sci-fi",7wf8LEeoVS4,train
1701,2530,tt0238414,video,Mickey's Once Upon a Christmas,Mickey's Once Upon a Christmas,0,1999,\N,66,"Animation,Comedy,Family","revenge, psychedelic",yKOeF8v67OI,train
1702,2531,tt0238546,movie,Queen of the Damned,Queen of the Damned,0,2002,\N,101,"Drama,Fantasy,Horror","paranormal, revenge, gothic, murder, flashback",2Gu9HtN05sc,test
1703,2532,tt0239395,movie,Cats & Dogs,Cats & Dogs,0,2001,\N,87,"Action,Adventure,Comedy",stupid,ylNSjQawvj4,train
1704,2533,tt0239948,movie,Saving Silverman,Saving Silverman,0,2001,\N,90,"Comedy,Crime,Romance","violence, comedy",pcUE7DtW7hw,train
1705,2534,tt0239949,movie,Say It Isn't So,Say It Isn't So,0,2001,\N,95,"Comedy,Romance","romantic, entertaining, flashback",MUNSzbk8Duw,test
1706,2535,tt0240468,movie,Kung Pow: Enter the Fist,Kung Pow: Enter the Fist,0,2002,\N,81,"Action,Comedy","cult, comedy, comic, violence, flashback",GXrAYdSeWY8,test
1707,2536,tt0240515,movie,Freddy Got Fingered,Freddy Got Fingered,0,2001,\N,87,Comedy,"comedy, cult, violence, insanity, psychedelic, absurd, satire, comic, entertaining",MFpai9cKHas,test
1708,2537,tt0240772,movie,Ocean's Eleven,Ocean's Eleven,0,2001,\N,116,"Crime,Thriller","comedy, boring, mystery, flashback, feel-good, psychedelic, humor, action, plot twist, entertaining",ImMGNQ2OEjo,train
1709,2538,tt0240890,movie,Serendipity,Serendipity,0,2001,\N,90,"Comedy,Romance",romantic,BNH305TLbc0,train
1710,2539,tt0240900,movie,Slackers,Slackers,0,2002,\N,86,"Comedy,Romance","pornographic, romantic, prank",kMiUe69TIDI,train
1711,2540,tt0241025,movie,Vanity Fair,Vanity Fair,0,2004,\N,141,Drama,"revenge, murder, romantic, melodrama",BW9WVhTGT6Y,train
1712,2541,tt0241303,movie,Chocolat,Chocolat,0,2000,\N,121,"Drama,Romance","cute, violence, magical realism, flashback, feel-good, psychedelic, romantic, historical, storytelling",Az6q4ThqnrA,train
1713,2542,tt0241527,movie,Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone,0,2001,\N,152,"Adventure,Family,Fantasy","fantasy, mystery, cult, cute, good versus evil, humor",HEe8hZQSaOQ,test
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
